given,family,sequence,affiliation,DOI
Sara,Andreetta,first,,10.12688/openreseurope.13663.1
Oleksandra,Soldatkina,additional,,10.12688/openreseurope.13663.1
Vezha,Boboeva,additional,,10.12688/openreseurope.13663.1
Alessandro,Treves,additional,,10.12688/openreseurope.13663.1
Nathan,Clark,first,,10.12688/openreseurope.13721.1
Kees,Boersma,additional,,10.12688/openreseurope.13721.1
Sara,Bonati,additional,,10.12688/openreseurope.13721.1
Chiara,Fonio,additional,,10.12688/openreseurope.13721.1
Simon,Gehlhar,additional,,10.12688/openreseurope.13721.1
Therese,Habig,additional,,10.12688/openreseurope.13721.1
Richard,Lüke,additional,,10.12688/openreseurope.13721.1
Stefano,Morelli,additional,,10.12688/openreseurope.13721.1
Anne Bach,Nielsen,additional,,10.12688/openreseurope.13721.1
Antonio,Opromolla,additional,,10.12688/openreseurope.13721.1
Veronica,Pazzi,additional,,10.12688/openreseurope.13721.1
Emmanuel,Raju,additional,,10.12688/openreseurope.13721.1
Otto,Kässi,first,,10.12688/openreseurope.13639.2
Vili,Lehdonvirta,additional,,10.12688/openreseurope.13639.2
Fabian,Stephany,additional,,10.12688/openreseurope.13639.2
Charilaos,Papaevangelou,first,,10.12688/openreseurope.13358.2
Rawlance,Ndejjo,first,,10.12688/openreseurope.13286.1
Paineto,Masengere,additional,,10.12688/openreseurope.13286.1
Fred,Nuwaha,additional,,10.12688/openreseurope.13286.1
Isaac,Ddumba,additional,,10.12688/openreseurope.13286.1
Hilde,Bastiaens,additional,,10.12688/openreseurope.13286.1
Rhoda K.,Wanyenze,additional,,10.12688/openreseurope.13286.1
Geofrey,Musinguzi,additional,,10.12688/openreseurope.13286.1
Daniel,Spichtinger,first,,10.12688/openreseurope.13342.1
Diana,Süsser,first,,10.12688/openreseurope.13683.1
Andrzej,Ceglarz,additional,,10.12688/openreseurope.13683.1
Vassilis,Stavrakas,additional,,10.12688/openreseurope.13683.1
Johan,Lilliestam,additional,,10.12688/openreseurope.13683.1
Julia Nadine,Doetsch,first,,10.12688/openreseurope.13689.1
Vasco,Dias,additional,,10.12688/openreseurope.13689.1
Marit S.,Indredavik,additional,,10.12688/openreseurope.13689.1
Jarkko,Reittu,additional,,10.12688/openreseurope.13689.1
Randi Kallar,Devold,additional,,10.12688/openreseurope.13689.1
Raquel,Teixeira,additional,,10.12688/openreseurope.13689.1
Eero,Kajantie,additional,,10.12688/openreseurope.13689.1
Henrique,Barros,additional,,10.12688/openreseurope.13689.1
Lilly Paulin,Werk,first,,10.12688/openreseurope.13192.1
Beate,Muschalla,additional,,10.12688/openreseurope.13192.1
Robert,Brückmann,first,,10.12688/openreseurope.13969.1
Agustin,Roth,additional,,10.12688/openreseurope.13969.1
Moïra,Jimeno,additional,,10.12688/openreseurope.13969.1
Jörn,Banasiak,additional,,10.12688/openreseurope.13969.1
Mak,Đukan,additional,,10.12688/openreseurope.13969.1
Lena,Kitzing,additional,,10.12688/openreseurope.13969.1
Vasilios,Anatolitis,additional,,10.12688/openreseurope.13969.1
Anastasia,Zabaniotou,first,,10.12688/openreseurope.13340.1
Carlos,del Cañizo,first,,10.12688/openreseurope.13069.2
Ana Belén,Cristóbal,additional,,10.12688/openreseurope.13069.2
Luisa,Barbosa,additional,,10.12688/openreseurope.13069.2
Gema,Revuelta,additional,,10.12688/openreseurope.13069.2
Sabine,Haas,additional,,10.12688/openreseurope.13069.2
Marta,Victoria,additional,,10.12688/openreseurope.13069.2
Martin,Brocklehurst,additional,,10.12688/openreseurope.13069.2
Mariana,Hassegawa,first,,10.12688/openreseurope.14413.1
Anna,Karlberg,additional,,10.12688/openreseurope.14413.1
Magnus,Hertzberg,additional,,10.12688/openreseurope.14413.1
Pieter Johannes,Verkerk,additional,,10.12688/openreseurope.14413.1
Darko,Bozhinoski,first,,10.12688/openreseurope.14025.1
Mauro,Birattari,additional,,10.12688/openreseurope.14025.1
Adriano C.,Lima,first,,10.12688/openreseurope.14145.1
Edouard,Royer,additional,,10.12688/openreseurope.14145.1
Matteo,Bolzonella,additional,,10.12688/openreseurope.14145.1
Roberto,Pastres,additional,,10.12688/openreseurope.14145.1
Nanasaheb,Thorat,first,,10.12688/openreseurope.13841.1
Sabrina,Pricl,additional,,10.12688/openreseurope.13841.1
Abdul K.,Parchur,additional,,10.12688/openreseurope.13841.1
Sandeep B.,Somvanshi,additional,,10.12688/openreseurope.13841.1
Qifei,Li,additional,,10.12688/openreseurope.13841.1
Sachin,Umrao,additional,,10.12688/openreseurope.13841.1
Helen,Townley,additional,,10.12688/openreseurope.13841.1
Thijs,Devriendt,first,,10.12688/openreseurope.13860.1
Clemens,Ammann,additional,,10.12688/openreseurope.13860.1
Folkert,W. Asselbergs,additional,,10.12688/openreseurope.13860.1
Alexander,Bernier,additional,,10.12688/openreseurope.13860.1
Rodrigo,Costas,additional,,10.12688/openreseurope.13860.1
Matthias G.,Friedrich,additional,,10.12688/openreseurope.13860.1
Josep L.,Gelpi,additional,,10.12688/openreseurope.13860.1
Marjo-Riitta,Jarvelin,additional,,10.12688/openreseurope.13860.1
Kari,Kuulasmaa,additional,,10.12688/openreseurope.13860.1
Karim,Lekadir,additional,,10.12688/openreseurope.13860.1
Michaela Th.,Mayrhofer,additional,,10.12688/openreseurope.13860.1
Vaclav,Papez,additional,,10.12688/openreseurope.13860.1
Gerard,Pasterkamp,additional,,10.12688/openreseurope.13860.1
Steffen E.,Petersen,additional,,10.12688/openreseurope.13860.1
Carsten Oliver,Schmidt,additional,,10.12688/openreseurope.13860.1
Jeanette,Schulz-Menger,additional,,10.12688/openreseurope.13860.1
Stefan,Söderberg,additional,,10.12688/openreseurope.13860.1
Mahsa,Shabani,additional,,10.12688/openreseurope.13860.1
Giovanni,Veronesi,additional,,10.12688/openreseurope.13860.1
Darian Steven,Viezzer,additional,,10.12688/openreseurope.13860.1
Pascal,Borry,additional,,10.12688/openreseurope.13860.1
Johann-Mattis,List,first,,10.12688/openreseurope.13843.2
Robert,Forkel,additional,,10.12688/openreseurope.13843.2
Federico,Pianzola,first,,10.12688/openreseurope.13277.2
Mario,Garcia-Lechuga,first,,10.12688/openreseurope.13073.2
David,Grojo,additional,,10.12688/openreseurope.13073.2
Johann-Mattis,List,first,,10.12688/openreseurope.13843.1
Robert,Forkel,additional,,10.12688/openreseurope.13843.1
Alexander,Knopf,first,,10.12688/openreseurope.13218.1
Michaela,Zwyer,first,,10.12688/openreseurope.14029.1
Cengiz,Çavusoglu,additional,,10.12688/openreseurope.14029.1
Giovanni,Ghielmetti,additional,,10.12688/openreseurope.14029.1
Maria Lodovica,Pacciarini,additional,,10.12688/openreseurope.14029.1
Erika,Scaltriti,additional,,10.12688/openreseurope.14029.1
Dick,Van Soolingen,additional,,10.12688/openreseurope.14029.1
Anna,Dötsch,additional,,10.12688/openreseurope.14029.1
Miriam,Reinhard,additional,,10.12688/openreseurope.14029.1
Sebastien,Gagneux,additional,,10.12688/openreseurope.14029.1
Daniela,Brites,additional,,10.12688/openreseurope.14029.1
Linda,Zollitsch,first,,10.12688/openreseurope.13339.1
Nicolaus,Wilder,additional,,10.12688/openreseurope.13339.1
Julia,Priess-Buchheit,additional,,10.12688/openreseurope.13339.1
Rohin Kumar,Majeti,first,,10.12688/openreseurope.14060.1
Stephan,Benz,additional,,10.12688/openreseurope.14060.1
Ervina,Ervina,first,,10.12688/openreseurope.14117.1
Ingunn,Berget,additional,,10.12688/openreseurope.14117.1
Siv Borghild,Skeie,additional,,10.12688/openreseurope.14117.1
Valérie,L. Almli,additional,,10.12688/openreseurope.14117.1
Levan,Bzhalava,first,,10.12688/openreseurope.14499.1
Jari,Kaivo-oja,additional,,10.12688/openreseurope.14499.1
Sohaib S.,Hassan,additional,,10.12688/openreseurope.14499.1
Evangelia,Eleftheriou,first,,10.12688/openreseurope.13987.1
Jean-Marc,Aury,additional,,10.12688/openreseurope.13987.1
Benoît,Vacherie,additional,,10.12688/openreseurope.13987.1
Benjamin,Istace,additional,,10.12688/openreseurope.13987.1
Caroline,Belser,additional,,10.12688/openreseurope.13987.1
Benjamin,Noel,additional,,10.12688/openreseurope.13987.1
Yannick,Moret,additional,,10.12688/openreseurope.13987.1
Thierry,Rigaud,additional,,10.12688/openreseurope.13987.1
Fabrice,Berro,additional,,10.12688/openreseurope.13987.1
Sona,Gasparian,additional,,10.12688/openreseurope.13987.1
Karine,Labadie-Bretheau,additional,,10.12688/openreseurope.13987.1
Thomas,Lefebvre,additional,,10.12688/openreseurope.13987.1
Mohammed-Amin,Madoui,additional,,10.12688/openreseurope.13987.1
Lars,Kaestner,first,,10.12688/openreseurope.13255.2
Matthias W.,Laschke,additional,,10.12688/openreseurope.13255.2
Thomas,John,additional,,10.12688/openreseurope.13255.2
Christian,Wagner,additional,,10.12688/openreseurope.13255.2
Anna,Bogdanova,additional,,10.12688/openreseurope.13255.2
Mariana,T. do Casal,first,,10.12688/openreseurope.13624.1
Josene M.,Toldo,additional,,10.12688/openreseurope.13624.1
Max,Pinheiro Jr,additional,,10.12688/openreseurope.13624.1
Mario,Barbatti,additional,,10.12688/openreseurope.13624.1
Federico,Pianzola,first,,10.12688/openreseurope.13193.2
Giuseppe,Riva,additional,,10.12688/openreseurope.13193.2
Karin,Kukkonen,additional,,10.12688/openreseurope.13193.2
Fabrizia,Mantovani,additional,,10.12688/openreseurope.13193.2
Giovanni,Di Pino,first,,10.12688/openreseurope.13641.1
Alessandro,Mioli,additional,,10.12688/openreseurope.13641.1
Claudia,Altamura,additional,,10.12688/openreseurope.13641.1
Marco,D'Alonzo,additional,,10.12688/openreseurope.13641.1
Ioannis,TARNANAS,first,,10.12688/openreseurope.14216.1
Panagiotis,Vlamos,additional,,10.12688/openreseurope.14216.1
,,additional,,10.12688/openreseurope.14216.1
Dieter,Heylen,first,,10.12688/openreseurope.13204.2
Beatrice,Bisaglia,additional,,10.12688/openreseurope.13204.2
Gerardo,Fracasso,additional,,10.12688/openreseurope.13204.2
Els,Prinsen,additional,,10.12688/openreseurope.13204.2
Wendt,Müller,additional,,10.12688/openreseurope.13204.2
Erik,Matthysen,additional,,10.12688/openreseurope.13204.2
Miren Karmele,García,first,,10.12688/openreseurope.14289.1
Eliseo,Venegas,additional,,10.12688/openreseurope.14289.1
Esther,Aguilera,additional,,10.12688/openreseurope.14289.1
José Manuel,Panizo,additional,,10.12688/openreseurope.14289.1
Charlotte,Kelly,additional,,10.12688/openreseurope.14289.1
Diego,Serrano,additional,,10.12688/openreseurope.14289.1
,,additional,,10.12688/openreseurope.14289.1
Mariana,T. do Casal,first,,10.12688/openreseurope.13624.2
Josene M.,Toldo,additional,,10.12688/openreseurope.13624.2
Max,Pinheiro Jr,additional,,10.12688/openreseurope.13624.2
Mario,Barbatti,additional,,10.12688/openreseurope.13624.2
Frederic,Vanderveken,first,,10.12688/openreseurope.13302.1
Jeroen,Mulkers,additional,,10.12688/openreseurope.13302.1
Jonathan,Leliaert,additional,,10.12688/openreseurope.13302.1
Bartel,Van Waeyenberge,additional,,10.12688/openreseurope.13302.1
Bart,Sorée,additional,,10.12688/openreseurope.13302.1
Odysseas,Zografos,additional,,10.12688/openreseurope.13302.1
Florin,Ciubotaru,additional,,10.12688/openreseurope.13302.1
Christoph,Adelmann,additional,,10.12688/openreseurope.13302.1
Diana,Süsser,first,,10.12688/openreseurope.13683.3
Andrzej,Ceglarz,additional,,10.12688/openreseurope.13683.3
Vassilis,Stavrakas,additional,,10.12688/openreseurope.13683.3
Johan,Lilliestam,additional,,10.12688/openreseurope.13683.3
Giulia,Malaguarnera,first,,10.12688/openreseurope.13709.1
Miriam,Graute,additional,,10.12688/openreseurope.13709.1
Antoni,Homs Corbera,additional,,10.12688/openreseurope.13709.1
Roman,Vozdek,first,,10.12688/openreseurope.14235.1
Bingying,Wang,additional,,10.12688/openreseurope.14235.1
Kathy H.,Li,additional,,10.12688/openreseurope.14235.1
Peter P.,Pramstaller,additional,,10.12688/openreseurope.14235.1
Andrew A.,Hicks,additional,,10.12688/openreseurope.14235.1
Dengke K.,Ma,additional,,10.12688/openreseurope.14235.1
Charlotte,Rungius,first,,10.12688/openreseurope.13362.2
Tim,Flink,additional,,10.12688/openreseurope.13362.2
Sebastian,Riedel,additional,,10.12688/openreseurope.13362.2
Konstantinos C.,Apostolakis,first,,10.12688/openreseurope.13715.2
Nikolaos,Dimitriou,additional,,10.12688/openreseurope.13715.2
George,Margetis,additional,,10.12688/openreseurope.13715.2
Stavroula,Ntoa,additional,,10.12688/openreseurope.13715.2
Dimitrios,Tzovaras,additional,,10.12688/openreseurope.13715.2
Constantine,Stephanidis,additional,,10.12688/openreseurope.13715.2
Clara,Talens,first,,10.12688/openreseurope.14234.2
Yolanda,Rios,additional,,10.12688/openreseurope.14234.2
Elena,Santa Cruz,additional,,10.12688/openreseurope.14234.2
Christian Etienne,Fleischer,first,,10.12688/openreseurope.13420.2
Vittorio,Cecconi,first,,10.12688/openreseurope.14508.1
Vivek,Kumar,additional,,10.12688/openreseurope.14508.1
Alessia,Pasquazi,additional,,10.12688/openreseurope.14508.1
Juan Sebastian,Totero Gongora,additional,,10.12688/openreseurope.14508.1
Marco,Peccianti,additional,,10.12688/openreseurope.14508.1
Federico,Pianzola,first,,10.12688/openreseurope.13193.1
Giuseppe,Riva,additional,,10.12688/openreseurope.13193.1
Karin,Kukkonen,additional,,10.12688/openreseurope.13193.1
Fabrizia,Mantovani,additional,,10.12688/openreseurope.13193.1
Sachin,Chalapati,first,,10.12688/openreseurope.13578.1
Conor A,Crosbie,additional,,10.12688/openreseurope.13578.1
Dixita,Limbachiya,additional,,10.12688/openreseurope.13578.1
Nimesh,Pinnamaneni,additional,,10.12688/openreseurope.13578.1
Dimitris,ALIMISIS,first,,10.12688/openreseurope.13321.2
Sayantika,Bhowal,first,,10.12688/openreseurope.13863.1
Daniel,O'Neill,additional,,10.12688/openreseurope.13863.1
Michael,Fechner,additional,,10.12688/openreseurope.13863.1
Nicola A.,Spaldin,additional,,10.12688/openreseurope.13863.1
Urs,Staub,additional,,10.12688/openreseurope.13863.1
Jon,Duffy,additional,,10.12688/openreseurope.13863.1
Stephen P.,Collins,additional,,10.12688/openreseurope.13863.1
Michael V,Westbury,first,,10.12688/openreseurope.13104.1
Ross,Barnett,additional,,10.12688/openreseurope.13104.1
Marcela,Sandoval-Velasco,additional,,10.12688/openreseurope.13104.1
Graham,Gower,additional,,10.12688/openreseurope.13104.1
Filipe Garrett,Vieira,additional,,10.12688/openreseurope.13104.1
Marc,de Manuel,additional,,10.12688/openreseurope.13104.1
Anders J,Hansen,additional,,10.12688/openreseurope.13104.1
Nobuyuki,Yamaguchi,additional,,10.12688/openreseurope.13104.1
Lars,Werdelin,additional,,10.12688/openreseurope.13104.1
Tomas,Marques-Bonet,additional,,10.12688/openreseurope.13104.1
M Thomas P,Gilbert,additional,,10.12688/openreseurope.13104.1
Eline D,Lorenzen,additional,,10.12688/openreseurope.13104.1
Edurne,Elorza,first,,10.12688/openreseurope.13288.1
Ibon,Aranberri,additional,,10.12688/openreseurope.13288.1
