given,family,sequence,affiliation,DOI
Jan A.,Hazelzet,first,,10.12688/f1000research.75578.1
Johan,Thor,additional,,10.12688/f1000research.75578.1
Boel,Andersson Gäre,additional,,10.12688/f1000research.75578.1
Jan A.M.,Kremer,additional,,10.12688/f1000research.75578.1
Nico,van Weert,additional,,10.12688/f1000research.75578.1
Carl,Savage,additional,,10.12688/f1000research.75578.1
Glyn,Elwyn,additional,,10.12688/f1000research.75578.1
Peter,Lachman,first,,10.12688/f1000research.26368.3
Paul,Batalden,additional,,10.12688/f1000research.26368.3
Kris,Vanhaecht,additional,,10.12688/f1000research.26368.3
Xin-Hui,Lam,first,,10.12688/f1000research.73315.1
Kok-Why,Ng,additional,,10.12688/f1000research.73315.1
Yih-Jian,Yoong,additional,,10.12688/f1000research.73315.1
Seng-Beng,Ng,additional,,10.12688/f1000research.73315.1
Eliseos J.,Mucaki,first,,10.12688/f1000research.75891.1
Ben C.,Shirley,additional,,10.12688/f1000research.75891.1
Peter K.,Rogan,additional,,10.12688/f1000research.75891.1
Romain D.,Cazé,first,,10.12688/f1000research.26486.2
Marcel,Stimberg,additional,,10.12688/f1000research.26486.2
Anum,Afsar,first,,10.12688/f1000research.28005.2
Muhammad,Nadeem,additional,,10.12688/f1000research.28005.2
Syed Asim Ali,Shah,additional,,10.12688/f1000research.28005.2
Huma,Hussain,additional,,10.12688/f1000research.28005.2
Aysha,Rani,additional,,10.12688/f1000research.28005.2
Sadaf,Ghaffar,additional,,10.12688/f1000research.28005.2
Thierry,Pécot,first,,10.12688/f1000research.52026.1
Alexander,Alekseyenko,additional,,10.12688/f1000research.52026.1
Kristin,Wallace,additional,,10.12688/f1000research.52026.1
ZMG Sarwar,Jahangir,first,,10.12688/f1000research.54738.1
Arleta Helena,Marnik,additional,,10.12688/f1000research.54738.1
David,Simons,first,,10.12688/f1000research.55502.2
Olga,Perski,additional,,10.12688/f1000research.55502.2
Lion,Shahab,additional,,10.12688/f1000research.55502.2
Jamie,Brown,additional,,10.12688/f1000research.55502.2
Robin,Bailey,additional,,10.12688/f1000research.55502.2
Komang Agung,Irianto,first,,10.12688/f1000research.53599.3
I Putu Gede Pradnyadewa,Pradana,additional,,10.12688/f1000research.53599.3
Brigita,De Vega,additional,,10.12688/f1000research.53599.3
Louisa Fadjri Kusuma,Wardhani,first,,10.12688/f1000research.52425.2
Ivana Purnama,Dewi,additional,,10.12688/f1000research.52425.2
Denny,Suwanto,additional,,10.12688/f1000research.52425.2
Ade Meidian,Ambari,additional,,10.12688/f1000research.52425.2
Meity,Ardiana,additional,,10.12688/f1000research.52425.2
Kajohnsak,Noppakun,first,,10.12688/f1000research.53261.1
Chudchawal,Juntarawijit,additional,,10.12688/f1000research.53261.1
Louisa Fadjri Kusuma,Wardhani,first,,10.12688/f1000research.52425.1
Ivana Purnama,Dewi,additional,,10.12688/f1000research.52425.1
Denny,Suwanto,additional,,10.12688/f1000research.52425.1
Meity,Ardiana,additional,,10.12688/f1000research.52425.1
Nabilah,Kamaruzaman,first,,10.12688/f1000research.73093.1
Arnifa,Asmawi,additional,,10.12688/f1000research.73093.1
Kok Wai,Chew,additional,,10.12688/f1000research.73093.1
Rachel,Tanner,first,,10.12688/f1000research.51640.1
Emily,Hoogkamer,additional,,10.12688/f1000research.51640.1
Julia,Bitencourt,additional,,10.12688/f1000research.51640.1
Andrew,White,additional,,10.12688/f1000research.51640.1
Charelle,Boot,additional,,10.12688/f1000research.51640.1
Claudia C.,Sombroek,additional,,10.12688/f1000research.51640.1
Stephanie A.,Harris,additional,,10.12688/f1000research.51640.1
Matthew K.,O'Shea,additional,,10.12688/f1000research.51640.1
Daniel,Wright,additional,,10.12688/f1000research.51640.1
Rachel,Wittenberg,additional,,10.12688/f1000research.51640.1
Charlotte,Sarfas,additional,,10.12688/f1000research.51640.1
Iman,Satti,additional,,10.12688/f1000research.51640.1
Frank A.W.,Verreck,additional,,10.12688/f1000research.51640.1
Sally A.,Sharpe,additional,,10.12688/f1000research.51640.1
Helen A.,Fletcher,additional,,10.12688/f1000research.51640.1
Helen,McShane,additional,,10.12688/f1000research.51640.1
Ana Clara Daros,Massarollo,first,,10.12688/f1000research.55685.1
Guilherme Welter,Wendt,additional,,10.12688/f1000research.55685.1
Lirane Elize Defante,Ferreto,additional,,10.12688/f1000research.55685.1
Ana Paula,Vieira,additional,,10.12688/f1000research.55685.1
Gisele,Arruda,additional,,10.12688/f1000research.55685.1
Joseane,Rodrigues da Silva Nobre,additional,,10.12688/f1000research.55685.1
Marina Daros,Massarollo,additional,,10.12688/f1000research.55685.1
Débora Melo,Melo Mazzo,additional,,10.12688/f1000research.55685.1
Franciele Aní,Caovilla Follador,additional,,10.12688/f1000research.55685.1
Shishir,Shetty,first,,10.12688/f1000research.48499.1
Shrihari,Guddadararangiah,additional,,10.12688/f1000research.48499.1
Mirasari,Putri,first,,10.12688/f1000research.73795.1
Hilmi Sulaiman,Rathomi,additional,,10.12688/f1000research.73795.1
Fajar Awalia,Yulianto,additional,,10.12688/f1000research.73795.1
Raden Aliya T. M.,Djajanagara,additional,,10.12688/f1000research.73795.1
Dony Septriana,Rosady,additional,,10.12688/f1000research.73795.1
Sadiah,Achmad,additional,,10.12688/f1000research.73795.1
M. Ahmad,Djojosugito,additional,,10.12688/f1000research.73795.1
Yuri,Ishizaki,first,,10.12688/f1000research.25597.3
Ryuzoh,Nishizono,additional,,10.12688/f1000research.25597.3
Masao,Kikuchi,additional,,10.12688/f1000research.25597.3
Hiroko,Inagaki,additional,,10.12688/f1000research.25597.3
Yuji,Sato,additional,,10.12688/f1000research.25597.3
Shouichi,Fujimoto,additional,,10.12688/f1000research.25597.3
Muhtarum,Yusuf,first,,10.12688/f1000research.53643.2
Indriyadevi,Indra,additional,,10.12688/f1000research.53643.2
Sri Herawati,Juniati,additional,,10.12688/f1000research.53643.2
Yussy,Afriani Dewi,additional,,10.12688/f1000research.53643.2
Pavel,Montes de Oca-B,first,,10.12688/f1000research.73170.1
Kyaw Lwin,Show,first,,10.12688/f1000research.21627.2
Hemant Deepak,Shewade,additional,,10.12688/f1000research.21627.2
Khine Wut Yee,Kyaw,additional,,10.12688/f1000research.21627.2
Khin Thet,Wai,additional,,10.12688/f1000research.21627.2
San,Hone,additional,,10.12688/f1000research.21627.2
Htun Nyunt,Oo,additional,,10.12688/f1000research.21627.2
Khalifa S.,Al-Khalifa,first,,10.12688/f1000research.73496.1
Muneer H.,Alshuyukh,additional,,10.12688/f1000research.73496.1
Amal,Alfaraj,additional,,10.12688/f1000research.73496.1
Ashwin C.,Shetty,additional,,10.12688/f1000research.73496.1
Yaser A.,Alsahafi,additional,,10.12688/f1000research.73496.1
Abdullah S.,Al-Swuailem,additional,,10.12688/f1000research.73496.1
Eric K. C.,Wong,first,,10.12688/f1000research.43282.2
Trina,Thorne,additional,,10.12688/f1000research.43282.2
Carole,Estabrooks,additional,,10.12688/f1000research.43282.2
Sharon E.,Straus,additional,,10.12688/f1000research.43282.2
Cristian,Ramos-Vera,first,,10.12688/f1000research.27422.2
Jonatan,Banos-Chaparro,additional,,10.12688/f1000research.27422.2
Roseline Oluwaseun,Ogundokun,additional,,10.12688/f1000research.27422.2
Hala Samir,Abou-ElWafa,first,,10.12688/f1000research.53931.1
Abdel-Hady,El-Gilany,additional,,10.12688/f1000research.53931.1
Ahmed A.,Albadry,additional,,10.12688/f1000research.53931.1
Marco Arieli,Herrera-Valdez,first,,10.12688/f1000research.16169.3
Kazuki,Fujiwara,first,,10.12688/f1000research.51546.1
Kenta,Tomimura,additional,,10.12688/f1000research.51546.1
Toru,Iwanami,additional,,10.12688/f1000research.51546.1
Takashi,Fujikawa,additional,,10.12688/f1000research.51546.1
Adelina,Adelina,first,,10.12688/f1000research.26834.1
Feli,Feliatra,additional,,10.12688/f1000research.26834.1
Yusni Ikhwan,Siregar,additional,,10.12688/f1000research.26834.1
Iskandar,Putra,additional,,10.12688/f1000research.26834.1
Indra,Suharman,additional,,10.12688/f1000research.26834.1
Budi,Utomo,first,,10.12688/f1000research.54823.1
Hariyanti,Hariyanti,additional,,10.12688/f1000research.54823.1
Sabarinah,Prasetyo,additional,,10.12688/f1000research.54823.1
Robert,Magnani,additional,,10.12688/f1000research.54823.1
Sukma,Rahayu,additional,,10.12688/f1000research.54823.1
Hendri,Susilo,first,,10.12688/f1000research.28311.1
Rerdin,Julario,additional,,10.12688/f1000research.28311.1
Citrawati,Dyah Kencono Wungu,additional,,10.12688/f1000research.28311.1
Dhan,Shrestha,first,,10.12688/f1000research.53904.2
Suman Prasad,Adhikari,additional,,10.12688/f1000research.53904.2
Namrata,Rawal,additional,,10.12688/f1000research.53904.2
Pravash,Budhathoki,additional,,10.12688/f1000research.53904.2
Subashchandra,Pokharel,additional,,10.12688/f1000research.53904.2
Yuvraj,Adhikari,additional,,10.12688/f1000research.53904.2
Pooja,Rokaya,additional,,10.12688/f1000research.53904.2
Udit,Raut,additional,,10.12688/f1000research.53904.2
Tommie,Crum,first,,10.12688/f1000research.51160.1
Kirsten,Mooney,additional,,10.12688/f1000research.51160.1
Birendra R.,Tiwari,additional,,10.12688/f1000research.51160.1
Tiana M.,Scott,first,,10.12688/f1000research.52412.1
Sam,Jensen,additional,,10.12688/f1000research.52412.1
Brett E.,Pickett,additional,,10.12688/f1000research.52412.1
David K.,Buchbinder,first,,10.12688/f1000research.53424.2
Jasjit,Singh,additional,,10.12688/f1000research.53424.2
Tuan,Dao,additional,,10.12688/f1000research.53424.2
Aaron,Sassoon,additional,,10.12688/f1000research.53424.2
Antonio,Arrieta,additional,,10.12688/f1000research.53424.2
Richard,F. Heller,first,,10.12688/f1000research.55156.1
Ya-Yen,Sun,additional,,10.12688/f1000research.55156.1
Zhe,Guo,additional,,10.12688/f1000research.55156.1
Arunima,Malik,additional,,10.12688/f1000research.55156.1
Sarma,Lumbanraja,first,,10.12688/f1000research.54719.2
M Rizki,Yaznil,additional,,10.12688/f1000research.54719.2
Andre M,Siahaan,additional,,10.12688/f1000research.54719.2
Bancin,Berry Eka Parda,additional,,10.12688/f1000research.54719.2
Bich,Vu Thi Ngoc,first,,10.12688/f1000research.52799.1
Sylvain,Brisse,additional,,10.12688/f1000research.52799.1
Trinh,Dao Tuyet,additional,,10.12688/f1000research.52799.1
Dung,Vu Tien Viet,additional,,10.12688/f1000research.52799.1
Kathryn E,Holt,additional,,10.12688/f1000research.52799.1
Trung,Nguyen Vu,additional,,10.12688/f1000research.52799.1
Huong,Tran Thi Kieu,additional,,10.12688/f1000research.52799.1
Diep,Nguyen Thi Ngoc,additional,,10.12688/f1000research.52799.1
H Rogier,van Doorn,additional,,10.12688/f1000research.52799.1
Heiman F L,Wertheim,additional,,10.12688/f1000research.52799.1
Olaosebikan,Tahir Yinka,first,,10.12688/f1000research.72890.1
Su-Cheng,Haw,additional,,10.12688/f1000research.72890.1
Timothy Tzen Vun,Yap,additional,,10.12688/f1000research.72890.1
Samini,Subramaniam,additional,,10.12688/f1000research.72890.1
Adelina,Adelina,first,,10.12688/f1000research.26834.2
Feli,Feliatra,additional,,10.12688/f1000research.26834.2
Yusni Ikhwan,Siregar,additional,,10.12688/f1000research.26834.2
Iskandar,Putra,additional,,10.12688/f1000research.26834.2
Indra,Suharman,additional,,10.12688/f1000research.26834.2
Ann M.,Mc Cartney,first,,10.12688/f1000research.51477.2
Medhat,Mahmoud,additional,,10.12688/f1000research.51477.2
Michael,Jochum,additional,,10.12688/f1000research.51477.2
Daniel Paiva,Agustinho,additional,,10.12688/f1000research.51477.2
Barry,Zorman,additional,,10.12688/f1000research.51477.2
Ahmad,Al Khleifat,additional,,10.12688/f1000research.51477.2
Fawaz,Dabbaghie,additional,,10.12688/f1000research.51477.2
Rupesh,K Kesharwani,additional,,10.12688/f1000research.51477.2
Moritz,Smolka,additional,,10.12688/f1000research.51477.2
Moez,Dawood,additional,,10.12688/f1000research.51477.2
Dreycey,Albin,additional,,10.12688/f1000research.51477.2
Elbay,Aliyev,additional,,10.12688/f1000research.51477.2
Hakeem,Almabrazi,additional,,10.12688/f1000research.51477.2
Ahmed,Arslan,additional,,10.12688/f1000research.51477.2
Advait,Balaji,additional,,10.12688/f1000research.51477.2
Sairam,Behera,additional,,10.12688/f1000research.51477.2
Kimberley,Billingsley,additional,,10.12688/f1000research.51477.2
Daniel,L Cameron,additional,,10.12688/f1000research.51477.2
Joyjit,Daw,additional,,10.12688/f1000research.51477.2
Eric,T. Dawson,additional,,10.12688/f1000research.51477.2
Wouter,De Coster,additional,,10.12688/f1000research.51477.2
Haowei,Du,additional,,10.12688/f1000research.51477.2
Christopher,Dunn,additional,,10.12688/f1000research.51477.2
Rocio,Esteban,additional,,10.12688/f1000research.51477.2
Angad,Jolly,additional,,10.12688/f1000research.51477.2
Divya,Kalra,additional,,10.12688/f1000research.51477.2
Chunxiao,Liao,additional,,10.12688/f1000research.51477.2
Yunxi,Liu,additional,,10.12688/f1000research.51477.2
Tsung-Yu,Lu,additional,,10.12688/f1000research.51477.2
James,M Havrilla,additional,,10.12688/f1000research.51477.2
Michael,M Khayat,additional,,10.12688/f1000research.51477.2
Maximillian,Marin,additional,,10.12688/f1000research.51477.2
Jean,Monlong,additional,,10.12688/f1000research.51477.2
Stephen,Price,additional,,10.12688/f1000research.51477.2
Alejandro,Rafael Gener,additional,,10.12688/f1000research.51477.2
Jingwen,Ren,additional,,10.12688/f1000research.51477.2
Sagayamary,Sagayaradj,additional,,10.12688/f1000research.51477.2
Nicolae,Sapoval,additional,,10.12688/f1000research.51477.2
Claude,Sinner,additional,,10.12688/f1000research.51477.2
Daniela,C. Soto,additional,,10.12688/f1000research.51477.2
Arda,Soylev,additional,,10.12688/f1000research.51477.2
Arun,Subramaniyan,additional,,10.12688/f1000research.51477.2
Najeeb,Syed,additional,,10.12688/f1000research.51477.2
Neha,Tadimeti,additional,,10.12688/f1000research.51477.2
Pamella,Tater,additional,,10.12688/f1000research.51477.2
Pankaj,Vats,additional,,10.12688/f1000research.51477.2
Justin,Vaughn,additional,,10.12688/f1000research.51477.2
Kimberly,Walker,additional,,10.12688/f1000research.51477.2
Gaojianyong,Wang,additional,,10.12688/f1000research.51477.2
Qiandong,Zeng,additional,,10.12688/f1000research.51477.2
Shangzhe,Zhang,additional,,10.12688/f1000research.51477.2
Tingting,Zhao,additional,,10.12688/f1000research.51477.2
Bryce,Kille,additional,,10.12688/f1000research.51477.2
Evan,Biederstedt,additional,,10.12688/f1000research.51477.2
Mark,Chaisson,additional,,10.12688/f1000research.51477.2
Adam,English,additional,,10.12688/f1000research.51477.2
Zev,Kronenberg,additional,,10.12688/f1000research.51477.2
Todd,J. Treangen,additional,,10.12688/f1000research.51477.2
Timothy,Hefferon,additional,,10.12688/f1000research.51477.2
Chen-Shan,Chin,additional,,10.12688/f1000research.51477.2
Ben,Busby,additional,,10.12688/f1000research.51477.2
Fritz,J Sedlazeck,additional,,10.12688/f1000research.51477.2
Jacinto,Azevedo,first,,10.12688/f1000research.75318.1
Cláudia,Carvalho,additional,,10.12688/f1000research.75318.1
Maria Paula,Serrão,additional,,10.12688/f1000research.75318.1
Rui,Coelho,additional,,10.12688/f1000research.75318.1
Maria Augusta,Vieira-Coelho,additional,,10.12688/f1000research.75318.1
Margarida,Figueiredo-Braga,additional,,10.12688/f1000research.75318.1
Andrew J.,McKay,first,,10.12688/f1000research.23316.3
Ashley P.,Jones,additional,,10.12688/f1000research.23316.3
Carrol L.,Gamble,additional,,10.12688/f1000research.23316.3
Andrew J.,Farmer,additional,,10.12688/f1000research.23316.3
Paula R.,Williamson,additional,,10.12688/f1000research.23316.3
Samuel J.,Toll,first,,10.12688/f1000research.52607.1
Fiona,Qiu,additional,,10.12688/f1000research.52607.1
Yifan,Huang,additional,,10.12688/f1000research.52607.1
Mark D.,Habgood,additional,,10.12688/f1000research.52607.1
Katarzyna M.,Dziegielewska,additional,,10.12688/f1000research.52607.1
Shuai,Nie,additional,,10.12688/f1000research.52607.1
Norman R.,Saunders,additional,,10.12688/f1000research.52607.1
Andrew,Karnaze,first,,10.12688/f1000research.51339.1
Katherine,Grevelding,additional,,10.12688/f1000research.51339.1
Traci,Marquis-Eydman,additional,,10.12688/f1000research.51339.1
Douglas,McHugh,additional,,10.12688/f1000research.51339.1
Wouter,Aukema,first,,10.12688/f1000research.51061.2
Bobby Rajesh,Malhotra,additional,,10.12688/f1000research.51061.2
Simon,Goddek,additional,,10.12688/f1000research.51061.2
Ulrike,Kämmerer,additional,,10.12688/f1000research.51061.2
Peter,Borger,additional,,10.12688/f1000research.51061.2
Kevin,McKernan,additional,,10.12688/f1000research.51061.2
Rainer Johannes,Klement,additional,,10.12688/f1000research.51061.2
Lorna J.,Duncan,first,,10.12688/f1000research.52161.2
Kelly F.D.,Cheng,additional,,10.12688/f1000research.52161.2
Xianfa,Xie,first,,10.12688/f1000research.13148.2
Alonzo B.,Anderson,additional,,10.12688/f1000research.13148.2
Latoya J.,Wran,additional,,10.12688/f1000research.13148.2
Myrna G.,Serrano,additional,,10.12688/f1000research.13148.2
Gregory A.,Buck,additional,,10.12688/f1000research.13148.2
Miguel Ángel,Núñez Espinosa,first,,10.12688/f1000research.74328.1
Alexis,Paternot,first,,10.12688/f1000research.54781.1
Philippe,Aegerter,additional,,10.12688/f1000research.54781.1
Aurélie,Martin,additional,,10.12688/f1000research.54781.1
Jonathan,Ouattara,additional,,10.12688/f1000research.54781.1
Sabrina,Ma,additional,,10.12688/f1000research.54781.1
Sherifa,Adjavon,additional,,10.12688/f1000research.54781.1
Bernard,Trillat,additional,,10.12688/f1000research.54781.1
Pascal,Alfonsi,additional,,10.12688/f1000research.54781.1
Marc,Fischler,additional,,10.12688/f1000research.54781.1
Morgan,Le Guen,additional,,10.12688/f1000research.54781.1
Minh-Son,Phan,first,,10.12688/f1000research.27395.2
Anatole,Chessel,additional,,10.12688/f1000research.27395.2
Hok-Fung,Tong,first,,10.12688/f1000research.73072.1
Candace Yim,Chan,additional,,10.12688/f1000research.73072.1
Sau-Wah,Ng,additional,,10.12688/f1000research.73072.1
Tony Wing-Lai,Mak,additional,,10.12688/f1000research.73072.1
Kevin,McKernan,first,,10.12688/f1000research.51613.2
Liam T.,Kane,additional,,10.12688/f1000research.51613.2
Seth,Crawford,additional,,10.12688/f1000research.51613.2
Chen-Shan,Chin,additional,,10.12688/f1000research.51613.2
Aaron,Trippe,additional,,10.12688/f1000research.51613.2
Stephen,McLaughlin,additional,,10.12688/f1000research.51613.2
Sveinung,Gundersen,first,,10.12688/f1000research.28449.1
Sanjay,Boddu,additional,,10.12688/f1000research.28449.1
Salvador,Capella-Gutierrez,additional,,10.12688/f1000research.28449.1
Finn,Drabløs,additional,,10.12688/f1000research.28449.1
José M.,Fernández,additional,,10.12688/f1000research.28449.1
Radmila,Kompova,additional,,10.12688/f1000research.28449.1
Kieron,Taylor,additional,,10.12688/f1000research.28449.1
Dmytro,Titov,additional,,10.12688/f1000research.28449.1
Daniel,Zerbino,additional,,10.12688/f1000research.28449.1
Eivind,Hovig,additional,,10.12688/f1000research.28449.1
Benjamin,Kass,first,,10.12688/f1000research.51893.2
Christina,Dornquast,additional,,10.12688/f1000research.51893.2
Nina,Rieckmann,additional,,10.12688/f1000research.51893.2
Ute,Goerling,additional,,10.12688/f1000research.51893.2
Christine,Holmberg,additional,,10.12688/f1000research.51893.2
Thomas,Reinhold,additional,,10.12688/f1000research.51893.2
Rose Nabi Deborah Karimi,Muthuri,first,,10.12688/f1000research.51203.2
Flavia,Senkubuge,additional,,10.12688/f1000research.51203.2
Charles,Hongoro,additional,,10.12688/f1000research.51203.2
Amanda,Elgoraish,first,,10.12688/f1000research.55629.1
Ahmed,Alnory,additional,,10.12688/f1000research.55629.1
Lujain,Homeida,first,,10.12688/f1000research.76178.1
Emtenan,Felemban,additional,,10.12688/f1000research.76178.1
Wed,Kassar,additional,,10.12688/f1000research.76178.1
Mazen,Ameen,additional,,10.12688/f1000research.76178.1
Salwa,Aldahlawi,additional,,10.12688/f1000research.76178.1
Annachiara,Tinivella,first,,10.12688/f1000research.109017.1
Luca,Pinzi,additional,,10.12688/f1000research.109017.1
Guido,Gambacorta,additional,,10.12688/f1000research.109017.1
Ian,Baxendale,additional,,10.12688/f1000research.109017.1
Giulio,Rastelli,additional,,10.12688/f1000research.109017.1
Preetam,Kumar,first,,10.12688/f1000research.74638.2
Karen G.,Carrasquillo,additional,,10.12688/f1000research.74638.2
Simmy,Chaudhary,additional,,10.12688/f1000research.74638.2
Sayan,Basu,additional,,10.12688/f1000research.74638.2
Blaise M.,Costa,first,,10.12688/f1000research.73897.1
Shunji,Suzuki,first,,10.12688/f1000research.20666.2
Elizabeth,Coleman,first,,10.12688/f1000research.51964.1
Rachel,Whitemore,additional,,10.12688/f1000research.51964.1
Laura,Clark,additional,,10.12688/f1000research.51964.1
Karen,Daykin,additional,,10.12688/f1000research.51964.1
Miranda,Clark,additional,,10.12688/f1000research.51964.1
Julian,Rogasch,first,,10.12688/f1000research.27303.2
Marcus,Beck,additional,,10.12688/f1000research.27303.2
Carmen,Stromberger,additional,,10.12688/f1000research.27303.2
Frank,Hofheinz,additional,,10.12688/f1000research.27303.2
Pirus,Ghadjar,additional,,10.12688/f1000research.27303.2
Peter,Wust,additional,,10.12688/f1000research.27303.2
Volker,Budach,additional,,10.12688/f1000research.27303.2
Holger,Amthauer,additional,,10.12688/f1000research.27303.2
Ingeborg,Tinhofer,additional,,10.12688/f1000research.27303.2
Christian,Furth,additional,,10.12688/f1000research.27303.2
Thula C.,Walter-Rittel,additional,,10.12688/f1000research.27303.2
Sebastian,Zschaeck,additional,,10.12688/f1000research.27303.2
Herny Emma Inonta,Simbala,first,,10.12688/f1000research.73758.1
Fahrul,Nurkolis,additional,,10.12688/f1000research.73758.1
Nelly,Mayulu,additional,,10.12688/f1000research.73758.1
Linda Wilhelma Ancella,Rotty,additional,,10.12688/f1000research.73758.1
Ahmed Hafez,Mousa,first,,10.12688/f1000research.55472.1
Salwa,Agha Mohammad,additional,,10.12688/f1000research.55472.1
Hassan Mohammed,Rezk,additional,,10.12688/f1000research.55472.1
Khadijah Hassan,Muzaffar,additional,,10.12688/f1000research.55472.1
Asim Muhammed,Alshanberi,additional,,10.12688/f1000research.55472.1
Shakeel Ahmed,Ansari,additional,,10.12688/f1000research.55472.1
Vladyslav,Yadrykhins'ky,first,,10.12688/f1000research.74018.2
Charis,Georgiou,additional,,10.12688/f1000research.74018.2
Ruth,Brenk,additional,,10.12688/f1000research.74018.2
Alex,Mas-Sandoval,first,,10.12688/f1000research.104368.1
Chenyu,Jin,additional,,10.12688/f1000research.104368.1
Marco,Fracassetti,additional,,10.12688/f1000research.104368.1
Matteo,Fumagalli,additional,,10.12688/f1000research.104368.1
D. Paul,Sullins,first,,10.12688/f1000research.51209.2
Christopher H.,Rosik,additional,,10.12688/f1000research.51209.2
Paul,Santero,additional,,10.12688/f1000research.51209.2
Mohammaad Kashinejad,Hassanpour,first,,10.12688/f1000research.73351.1
Chin Wei,Chong,additional,,10.12688/f1000research.73351.1
Siong Choy,Chong,additional,,10.12688/f1000research.73351.1
Mohammad Khaleel,Ibrahim Okour,additional,,10.12688/f1000research.73351.1
Samadi,Behrang,additional,,10.12688/f1000research.73351.1
Xin Yee,Tan,additional,,10.12688/f1000research.73351.1
Ayoub,Al-Jawaldeh,first,,10.12688/f1000research.27097.2
Rania,Megally,additional,,10.12688/f1000research.27097.2
George N.,Agot,first,,10.12688/f1000research.50738.2
Marshal M.,Mweu,additional,,10.12688/f1000research.50738.2
Joseph K.,Wang'ombe,additional,,10.12688/f1000research.50738.2
Carolina,Castrillón Liñan,first,,10.12688/f1000research.53564.1
Jimy Henry,Alvarez Mayorga,additional,,10.12688/f1000research.53564.1
Michelle,Lozada-Urbano,additional,,10.12688/f1000research.53564.1
Adamu,Muhammad Buhari,first,,10.12688/f1000research.72970.1
Chee-Pun,Ooi,additional,,10.12688/f1000research.72970.1
Vishnu Monn,Baskaran,additional,,10.12688/f1000research.72970.1
Wooi-Haw,Tan,additional,,10.12688/f1000research.72970.1
Alex,Kørup,first,,10.12688/f1000research.52512.1
Jens,Søndergaard,additional,,10.12688/f1000research.52512.1
Nada A,Alyousefi,additional,,10.12688/f1000research.52512.1
Giancarlo,Lucchetti,additional,,10.12688/f1000research.52512.1
Klaus,Baumann,additional,,10.12688/f1000research.52512.1
Eunmi,Lee,additional,,10.12688/f1000research.52512.1
Azimatul,Karimah,additional,,10.12688/f1000research.52512.1
Parameshwaran,Ramakrishnan,additional,,10.12688/f1000research.52512.1
Eckhard,Frick,additional,,10.12688/f1000research.52512.1
Arndt,Büssing,additional,,10.12688/f1000research.52512.1
Esther,Schouten,additional,,10.12688/f1000research.52512.1
Wyatt,Butcher,additional,,10.12688/f1000research.52512.1
René,Hefti,additional,,10.12688/f1000research.52512.1
Inga,Wermuth,additional,,10.12688/f1000research.52512.1
Rocio,de Diego-Cordero,additional,,10.12688/f1000research.52512.1
Maria Cecilia,Menegatti-Chequini,additional,,10.12688/f1000research.52512.1
Niels Christian,Hvidt,additional,,10.12688/f1000research.52512.1
Srilakshmi P.,Vankina,first,,10.12688/f1000research.44641.1
Rachel I.,Vogel,additional,,10.12688/f1000research.44641.1
Patricia I.,Jewett,additional,,10.12688/f1000research.44641.1
Alexander A.,Boucher,additional,,10.12688/f1000research.44641.1
Sanyukta K.,Janardan,additional,,10.12688/f1000research.44641.1
Alicia,Kunin-Batson,additional,,10.12688/f1000research.44641.1
Karim Thomas,Sadak,additional,,10.12688/f1000research.44641.1
Anne,Blaes,additional,,10.12688/f1000research.44641.1
Mary,Muyonga,first,,10.12688/f1000research.74058.1
Alfred,Otieno,additional,,10.12688/f1000research.74058.1
George,Odipo,additional,,10.12688/f1000research.74058.1
Dhan Bahadur,Shrestha,first,,10.12688/f1000research.53970.2
Pravash,Budhathoki,additional,,10.12688/f1000research.53970.2
Yub Raj,Sedhai,additional,,10.12688/f1000research.53970.2
Achyut,Marahatta,additional,,10.12688/f1000research.53970.2
Samit,Lamichhane,additional,,10.12688/f1000research.53970.2
Sarbin,Nepal,additional,,10.12688/f1000research.53970.2
Anurag,Adhikari,additional,,10.12688/f1000research.53970.2
Ayusha,Poudel,additional,,10.12688/f1000research.53970.2
Samata,Nepal,additional,,10.12688/f1000research.53970.2
Alok,Atreya,additional,,10.12688/f1000research.53970.2
Omnia,Nabil,first,,10.12688/f1000research.19455.2
Carl Hany,Halim,additional,,10.12688/f1000research.19455.2
Ashraf Hassan,Mokhtar,additional,,10.12688/f1000research.19455.2
Shinto,Joseph,first,,10.12688/f1000research.52532.1
Dr. Sheeja Remani B,Karalam,additional,,10.12688/f1000research.52532.1
Nandish,Siddeshappa,first,,10.12688/f1000research.74839.1
Tejashri,Varur,additional,,10.12688/f1000research.74839.1
Krithika,Subramani,additional,,10.12688/f1000research.74839.1
Siddhi,Puranik,additional,,10.12688/f1000research.74839.1
Niranjana,Sampathila,additional,,10.12688/f1000research.74839.1
Shiza,Sarfraz,first,,10.12688/f1000research.19981.2
Hamza,Rafique,additional,,10.12688/f1000research.19981.2
Hassam,Ali,additional,,10.12688/f1000research.19981.2
Syed Zawahir,Hassan,additional,,10.12688/f1000research.19981.2
Nur,Samsu,first,,10.12688/f1000research.74540.1
Mochammad Jalalul,Marzuki,additional,,10.12688/f1000research.74540.1
Irma Chandra,Pratiwi,additional,,10.12688/f1000research.74540.1
Ratna Adelia,Pravitasari,additional,,10.12688/f1000research.74540.1
Achmad,Rifai,additional,,10.12688/f1000research.74540.1
Muhammad,Anshory,additional,,10.12688/f1000research.74540.1
Stephan,Heunis,first,,10.12688/f1000research.29988.1
